Twitter Account,Word Count,Analytical Thinking,Clout,Authentic,Emotional tone,Words/sentence,Words > 6 letters,Dictionary words,Total function words,Total pronouns,Personal pronouns,1st pers singular,1st pers plural,2nd person,3rd pers singular,3rd pers plural,Impersonal pronouns,Articles,Prepositions,Auxiliary verbs,Common Adverbs,Conjunctions,Negations,Common verbs,Common adjectives,Comparisons,Interrogatives,Numbers,Quantifiers,Affective processes,Positive emotion,Negative emotion,Anxiety,Anger,Sadness,Social processes,Family,Friends,Female references,Male references,Cognitive processes,Insight,Causation,Discrepancy,Tentative,Certainty,Differentiation,Perceptual processes,See,Hear,Feel,Biological processes,Body,Health,Sexual,Ingestion,Drives,Affiliation,Achievement,Power,Reward,Risk,Past Focus,Present Focus,Future Focus,Relativity,Motion,Space,Time,Work,Leisure,Home,Money,Religion,Death,Informal Language,Swear words,Netspeak,Assent,Nonfluencies,Fillers,All Puntuations,Periods,Commas,Colons,Semicolons,Question marks,Exclamation marks,Dashes,Quotation marks,Apostrophes,Parentheses,Other punctuation
shervin,1376,88.471985,80.835915,30.995573,97.2829,7.908046,0.19622093,0.74636626,0.39680234,0.09520349,0.063226745,0.021075582,0.01380814,0.016715117,0.007267442,0.0043604653,0.031976745,0.04505814,0.14898255,0.06758721,0.028343024,0.031976745,0.007994186,0.1315407,0.05087209,0.016715117,0.013081395,0.03125,0.01380814,0.0690407,0.060319766,0.008720931,0.0014534884,0.0021802327,0.0050872094,0.099563956,0.0058139535,0.0029069767,0.0065406975,0.010174419,0.06104651,0.010901162,0.010174419,0.009447674,0.0123546515,0.010174419,0.01380814,0.020348838,0.009447674,0.0065406975,0.003633721,0.016715117,0.0043604653,0.0065406975,0.0007267442,0.0043604653,0.11409884,0.037063953,0.02616279,0.037790697,0.023982558,0.0021802327,0.02252907,0.09229651,0.017441861,0.15116279,0.023255814,0.07776163,0.05014535,0.039244186,0.01380814,0.0043604653,0.014534884,0.0021802327,0.0021802327,0.014534884,0.0,0.009447674,0.0029069767,0.0021802327,0.0,0.2827035,0.15915698,0.0123546515,0.007267442,0.007267442,0.0050872094,0.011627907,0.010901162,0.014534884,0.018895349,0.0014534884,0.034156978
robglaser,1330,80.42809,58.906303,22.11605,59.970226,9.236111,0.1849624,0.737594,0.41654137,0.1075188,0.062406015,0.030075189,0.0037593986,0.015789473,0.007518797,0.005263158,0.04511278,0.06315789,0.12330827,0.058646616,0.046616543,0.043609023,0.015037594,0.12631579,0.06315789,0.02781955,0.009774436,0.042105265,0.017293233,0.07067669,0.044360902,0.02631579,0.0030075188,0.005263158,0.0037593986,0.07593985,0.0007518797,0.002255639,0.0,0.009774436,0.09398496,0.017293233,0.009774436,0.018796992,0.021052632,0.021052632,0.027067669,0.02481203,0.010526316,0.009022556,0.005263158,0.0060150377,0.002255639,0.002255639,0.0007518797,0.0007518797,0.078947365,0.017293233,0.013533834,0.031578947,0.018796992,0.0060150377,0.031578947,0.07819549,0.010526316,0.11578947,0.016541352,0.057142857,0.04511278,0.030827068,0.021804512,0.002255639,0.008270676,0.004511278,0.004511278,0.023308272,0.0007518797,0.014285714,0.004511278,0.002255639,0.0,0.35037595,0.17218044,0.033834588,0.02406015,0.007518797,0.006766917,0.009022556,0.015037594,0.030075189,0.029323308,0.0030075188,0.019548872
jeffcantalupo,1455,87.69218,80.85701,28.132069,99.0,10.93985,0.23367697,0.8109966,0.42611682,0.0790378,0.04604811,0.0068728523,0.011683849,0.022680413,0.0,0.0048109964,0.032989692,0.06323024,0.14158076,0.07697594,0.03848797,0.03780069,0.015120275,0.14432989,0.070103094,0.029553264,0.013745705,0.01718213,0.023367697,0.08316151,0.07560138,0.0075601377,0.0,0.0048109964,0.0,0.09690721,0.0006872852,0.0034364262,0.0006872852,0.0027491408,0.11477663,0.026804123,0.037113402,0.019243985,0.011683849,0.008247423,0.021993127,0.020618556,0.010996563,0.008934708,0.0006872852,0.009621993,0.0013745704,0.0027491408,0.0006872852,0.0027491408,0.108591065,0.03161512,0.02886598,0.033676974,0.02886598,0.0048109964,0.017869417,0.12027492,0.010309278,0.13883162,0.021993127,0.06735395,0.050859105,0.050859105,0.013058419,0.0013745704,0.021305842,0.0013745704,0.0006872852,0.008934708,0.0,0.0006872852,0.0068728523,0.0006872852,0.0,0.18281788,0.10103093,0.016494846,0.0020618557,0.006185567,0.0041237115,0.006185567,0.0034364262,0.010996563,0.018556701,0.0,0.013745705
geoffentress,1855,97.99669,77.31291,44.81089,91.477554,10.305555,0.23342317,0.6851752,0.3185984,0.053908356,0.038814016,0.01671159,0.0032345015,0.01671159,0.00053908356,0.0016172507,0.01509434,0.049056605,0.15525606,0.018328842,0.024797844,0.023719676,0.0010781671,0.07223719,0.052291106,0.011859838,0.0043126685,0.044204853,0.01509434,0.059838276,0.049595688,0.009164421,0.0021563342,0.0021563342,0.0021563342,0.079245284,0.00053908356,0.005929919,0.0,0.003773585,0.045822103,0.012398922,0.014555256,0.0043126685,0.008625337,0.0053908355,0.004851752,0.025876012,0.017250674,0.004851752,0.0032345015,0.013477089,0.0010781671,0.0032345015,0.00053908356,0.0053908355,0.109433964,0.0393531,0.0328841,0.031266846,0.031266846,0.0016172507,0.009703504,0.058760107,0.009703504,0.17304583,0.021563342,0.0948787,0.058760107,0.06199461,0.02749326,0.008625337,0.024797844,0.0026954177,0.0010781671,0.025336927,0.0016172507,0.017250674,0.004851752,0.0010781671,0.0,0.27493262,0.11051213,0.034501348,0.01671159,0.0010781671,0.0016172507,0.02425876,0.013477089,0.008625337,0.019407008,0.0021563342,0.0425876
scooterbraun,725,58.42516,84.963875,49.770115,99.0,4.53125,0.12137931,0.89793104,0.44965518,0.15448275,0.0937931,0.04,0.017931035,0.027586207,0.0055172415,0.0027586208,0.060689654,0.03448276,0.11724138,0.064827584,0.051034484,0.04,0.016551724,0.14482759,0.051034484,0.015172414,0.009655172,0.026206896,0.022068966,0.13241379,0.108965516,0.023448275,0.0,0.011034483,0.008275862,0.13655172,0.004137931,0.016551724,0.004137931,0.017931035,0.07310345,0.012413793,0.0055172415,0.011034483,0.009655172,0.020689655,0.019310344,0.04275862,0.019310344,0.017931035,0.004137931,0.030344827,0.0055172415,0.008275862,0.0027586208,0.0027586208,0.13103448,0.064827584,0.031724136,0.027586207,0.028965518,0.0027586208,0.026206896,0.11448276,0.015172414,0.15448275,0.015172414,0.059310343,0.08275862,0.019310344,0.04,0.0013793104,0.004137931,0.0013793104,0.0013793104,0.04275862,0.0027586208,0.022068966,0.012413793,0.0027586208,0.0055172415,0.36551723,0.28827587,0.0,0.0013793104,0.004137931,0.0055172415,0.04137931,0.0,0.0,0.019310344,0.0,0.0055172415
heif,1451,76.75156,66.54613,50.59269,88.02551,8.95679,0.21295658,0.83804274,0.4493453,0.12267402,0.06960717,0.036526535,0.013783597,0.010337698,0.0034458993,0.005513439,0.05306685,0.057891108,0.13370089,0.07787733,0.037215713,0.035148174,0.021364575,0.1605789,0.047553413,0.027567195,0.015161958,0.017918676,0.017229497,0.08614749,0.06064783,0.024121296,0.0048242593,0.0068917987,0.006202619,0.10682288,0.0020675396,0.0020675396,0.0013783597,0.005513439,0.119917296,0.027567195,0.027567195,0.012405238,0.022742936,0.009648519,0.028945554,0.026188836,0.008959338,0.007580979,0.008270158,0.021364575,0.0048242593,0.008270158,0.0013783597,0.0034458993,0.12543073,0.04479669,0.026878016,0.037215713,0.030323915,0.005513439,0.021364575,0.12749828,0.020675397,0.13370089,0.017229497,0.07856651,0.037904892,0.030323915,0.008270158,0.0013783597,0.013094418,0.0020675396,0.004135079,0.011716058,0.0013783597,0.008270158,0.0020675396,0.0,0.0,0.35768434,0.13921434,0.028256375,0.007580979,0.006202619,0.007580979,0.005513439,0.015161958,0.08132323,0.029634735,0.0068917987,0.030323915
eshear,1668,77.30738,61.106716,66.53066,68.753174,10.048193,0.20143884,0.83153474,0.48381296,0.11990408,0.07194245,0.03417266,0.0059952037,0.026378896,0.0,0.0053956835,0.04796163,0.058153477,0.15047961,0.08153477,0.042565946,0.043165468,0.021582734,0.1558753,0.052158274,0.027577939,0.016786572,0.017386092,0.020983214,0.06894484,0.04556355,0.022781774,0.0011990408,0.004196643,0.004796163,0.09352518,0.0,0.0005995204,0.0,0.0023980816,0.13788968,0.026378896,0.023381295,0.017386092,0.0323741,0.018585132,0.041366905,0.020983214,0.009592326,0.007194245,0.0029976019,0.017985612,0.007194245,0.007194245,0.0011990408,0.0017985612,0.09052758,0.017386092,0.020383693,0.0323741,0.020383693,0.010191847,0.012589928,0.12230216,0.01558753,0.15107913,0.022781774,0.0911271,0.038369305,0.033573143,0.018585132,0.0017985612,0.013189448,0.0011990408,0.0005995204,0.007793765,0.0005995204,0.0029976019,0.0017985612,0.0011990408,0.0,0.23621103,0.12230216,0.02877698,0.0059952037,0.0005995204,0.01558753,0.011390887,0.007194245,0.008393286,0.020383693,0.0059952037,0.009592326
arrola,346,67.45447,74.70129,19.759047,58.578926,8.439024,0.216763,0.7023121,0.40462428,0.0867052,0.049132947,0.00867052,0.0028901733,0.037572253,0.0,0.0,0.037572253,0.0433526,0.112716764,0.07514451,0.06647399,0.046242774,0.023121387,0.11849711,0.05202312,0.02601156,0.028901733,0.023121387,0.023121387,0.057803467,0.037572253,0.020231213,0.0057803467,0.0028901733,0.011560693,0.08381503,0.0,0.0,0.0028901733,0.0,0.10982659,0.020231213,0.028901733,0.020231213,0.023121387,0.011560693,0.020231213,0.0057803467,0.0028901733,0.0,0.0028901733,0.014450867,0.0057803467,0.0057803467,0.0028901733,0.0,0.07225434,0.01734104,0.028901733,0.028901733,0.01734104,0.00867052,0.014450867,0.08381503,0.0028901733,0.1300578,0.014450867,0.06936416,0.049132947,0.06069364,0.0057803467,0.0,0.01734104,0.0,0.0028901733,0.020231213,0.0057803467,0.011560693,0.0028901733,0.0,0.0,0.2947977,0.12716763,0.031791907,0.020231213,0.0028901733,0.0,0.0028901733,0.00867052,0.040462427,0.020231213,0.028901733,0.011560693
davidlee,1668,75.8762,54.76554,45.12686,80.18892,8.510204,0.18764988,0.7883693,0.42805755,0.1001199,0.055755395,0.025179856,0.0023980816,0.01438849,0.006594724,0.007194245,0.04436451,0.038369305,0.14088729,0.06714629,0.04496403,0.056354918,0.017386092,0.13369304,0.073741004,0.035371702,0.01558753,0.03057554,0.019784173,0.070143886,0.049760193,0.019784173,0.004196643,0.008393286,0.0017985612,0.07613909,0.0017985612,0.0035971224,0.0,0.010191847,0.09652278,0.01498801,0.019184653,0.011390887,0.019184653,0.010791367,0.035371702,0.022781774,0.0119904075,0.007194245,0.0035971224,0.018585132,0.0059952037,0.006594724,0.0005995204,0.0023980816,0.08513189,0.019784173,0.022781774,0.02877698,0.024580335,0.0053956835,0.02877698,0.09892087,0.007194245,0.14508393,0.022781774,0.06534772,0.054556355,0.033573143,0.026378896,0.0017985612,0.0119904075,0.0017985612,0.0005995204,0.023980815,0.0029976019,0.01438849,0.0053956835,0.0005995204,0.0,0.25779375,0.13549161,0.017985612,0.007793765,0.0,0.0053956835,0.010191847,0.011390887,0.017985612,0.02877698,0.0119904075,0.010791367
daviddavidw,920,96.42231,75.33696,57.755848,90.41563,9.583333,0.23804347,0.776087,0.3847826,0.075,0.051086955,0.018478261,0.0076086954,0.018478261,0.0,0.006521739,0.023913043,0.063043475,0.16630435,0.036956523,0.034782607,0.02826087,0.006521739,0.110869564,0.073913045,0.027173912,0.008695652,0.039130434,0.013043478,0.068478264,0.05326087,0.014130435,0.004347826,0.002173913,0.0032608695,0.08478261,0.002173913,0.004347826,0.002173913,0.002173913,0.07608695,0.014130435,0.025,0.010869565,0.011956521,0.006521739,0.015217391,0.027173912,0.010869565,0.013043478,0.0032608695,0.022826087,0.0032608695,0.010869565,0.0010869565,0.0076086954,0.07826087,0.025,0.030434782,0.020652173,0.013043478,0.004347826,0.011956521,0.09021739,0.009782609,0.18478261,0.02826087,0.09130435,0.069565214,0.05978261,0.019565217,0.0054347827,0.027173912,0.0,0.0010869565,0.010869565,0.002173913,0.0076086954,0.0,0.0010869565,0.0,0.25108695,0.116304345,0.032608695,0.002173913,0.0032608695,0.002173913,0.016304348,0.017391304,0.018478261,0.016304348,0.0,0.026086956
ilyasu,1672,64.78469,48.80383,45.582874,87.37262,6.8244896,0.17763157,0.8151914,0.4557416,0.11782297,0.06519139,0.04007177,0.004784689,0.013157895,0.0023923444,0.004784689,0.05263158,0.05562201,0.12021531,0.091507174,0.057416268,0.039473683,0.021531101,0.1638756,0.055023924,0.022129187,0.015550239,0.022129187,0.02930622,0.059808612,0.04784689,0.011961723,0.0017942584,0.0011961722,0.0023923444,0.0735646,0.0029904307,0.004784689,0.0017942584,0.0029904307,0.12021531,0.019138755,0.012559809,0.019138755,0.03827751,0.016746411,0.03229665,0.017942583,0.008373206,0.0053827753,0.0035885167,0.0077751195,0.0017942584,0.0035885167,0.0005980861,0.0011961722,0.08433014,0.021531101,0.019736841,0.025119618,0.023923445,0.0017942584,0.028110048,0.123803824,0.011363637,0.1333732,0.021531101,0.070574164,0.043062203,0.035885166,0.016746411,0.008373206,0.010765551,0.0023923444,0.0,0.030502392,0.0005980861,0.008971292,0.014354067,0.0059808614,0.0017942584,0.30382776,0.17464115,0.023923445,0.0071770335,0.0017942584,0.02332536,0.017344497,0.0029904307,0.016148325,0.028708134,0.0023923444,0.0053827753
tydanco,1632,82.841774,67.042015,50.93137,88.843704,8.119403,0.21262255,0.7824755,0.41911766,0.10355392,0.07230392,0.03370098,0.010416667,0.018382354,0.0036764706,0.006127451,0.03125,0.04718137,0.14338236,0.060661763,0.04595588,0.036764707,0.015931373,0.14215687,0.052083332,0.021446079,0.015931373,0.02389706,0.013480392,0.063725494,0.0502451,0.012867647,0.0012254902,0.0030637255,0.0012254902,0.08639706,0.0018382353,0.0030637255,0.0030637255,0.0030637255,0.104166664,0.020833334,0.02267157,0.019607844,0.019607844,0.011642157,0.020220589,0.023284314,0.010416667,0.0030637255,0.008578432,0.015931373,0.0036764706,0.004901961,0.0006127451,0.004901961,0.08639706,0.02634804,0.02512255,0.029411765,0.017769609,0.0024509805,0.02879902,0.09436274,0.017156864,0.15992647,0.024509804,0.07904412,0.05882353,0.056985293,0.0153186275,0.0012254902,0.0153186275,0.0030637255,0.0012254902,0.019607844,0.0012254902,0.007352941,0.006740196,0.0018382353,0.0,0.3259804,0.16544117,0.03615196,0.011642157,0.0018382353,0.014093137,0.012254902,0.0153186275,0.018382354,0.03002451,0.009191177,0.011642157
