Twitter Account,raw_scores achievement_driven,raw_scores adjustment,raw_scores agreeable,raw_scores body_focus,raw_scores cold,raw_scores conscientious,raw_scores depression, raw_scores extraversion,raw_scores family_oriented,raw_scores food_focus,raw_scores friend_focus,raw_scores happiness,raw_scores health_oriented,raw_scores impulsive,raw_scores independent,raw_scores insecure,raw_scores leisure_oriented,raw_scores money_oriented,raw_scores netspeak_focus,raw_scores neuroticism,raw_scores openness,raw_scores persuasive,raw_scores power_driven,raw_scores religion_oriented,raw_scores reward_bias,raw_scores sexual_focus,raw_scores social_skills,raw_scores thinking_style,raw_scores type_a,raw_scores work_oriented,raw_scores workhorse,percentiles achievement_driven,percentiles adjustment,percentiles agreeable,percentiles body_focus,percentiles cold,percentiles conscientious,percentiles depression,percentiles extraversion,percentiles family_oriented,percentiles food_focus,percentiles friend_focus,percentiles happiness,percentiles health_oriented,percentiles impulsive,percentiles independent,percentiles insecure,percentiles leisure_oriented,percentiles money_oriented,percentiles netspeak_focus,percentiles neuroticism,percentiles openness,percentiles persuasive,percentiles power_driven,percentiles religion_oriented,percentiles reward_bias,percentiles sexual_focus,percentiles social_skills,percentiles thinking_style,percentiles type_a,percentiles work_oriented,percentiles workhorse
johnmaeda,5.850770850350855,1.1971367506557753,0.7114844872260291,0.16703785999999998,-1.8596129771722443,2.7198602260715985,-0.38212727483384545,2.8225883756685572,2.1050453939973175,0.16703785999999998,0.11135858000000001,5.148653259002442,0.389755,-0.06399319767137746,-2.5183861198265802,-0.5183618700734987,1.6703786000000003,0.44543430000000006,0.5567929,2.7904244336114807,1.9628763327425265,2.490378507926155,9.407391594169903,0.0,1.0579064999999999,0.0,1.8786751346125277,0.333695186780227,10.832758781552018,2.5,1.5166159393297898,84.8002835984945,98.70683955937486,65.55705563058892,47.28491666702236,30.107233962038134,93.30718767184226,19.611876506656035,54.025366217479224,21.976992962454553,44.91888276537623,43.74116159305109,47.18834311243885,53.72702276940789,14.671145233828298,90.26435848477499,21.95837280930513,84.87523747188258,48.601090837165486,41.856519018793136,8.295261265887664,56.47036423680522,94.07675354023294,99,35.14827527205458,39.82060387529137,38.59850307933812,64.46494742676785,91.18048188843557,97.00337653456764,84.07462308539698,97.21924186177633
aberrey,2.126870907048745,-0.07606953748628281,-2.525744614435372,0.44518644,-0.20792892534032437,3.241829637095585,0.1828917316398475,1.1644648578273586,2.177339834977478,0.8903729000000001,0.22259322,1.2778614378895274,0.8347245999999999,2.6610915232973786,-1.2163313473902115,0.1664062005002238,1.7250974,1.6138008,0.11129661,6.854960255995891,4.664297892443578,-1.4259044399546061,7.886337366915923,0.22259322,0.5564830999999999,0.11129661,0.10948304813317739,1.7902597783533636,10.447379712741075,2.5,-0.2779950420662911,8.446012619520097,96.84723454444999,12.472590697601381,80.09391952670778,70.08140893139911,97.04248076625302,31.79691986371176,12.911926091652782,23.30000613343364,77.82267354624027,57.93161079139063,2.719876502389118,82.76135751044393,64.89916118116172,97.6589708462768,35.99434450733832,86.1286730232404,91.776120214699,27.06792776173817,53.35566373954273,99,44.877574439471395,92.86271986048638,69.78779662300042,23.197058654729105,86.56318320156024,9.64012392176735,99,95.0819249118032,84.07462308539698,86.10030681314767
neilpatel,7.155058801569922,3.876957731645858,2.2801133503779276,0.0,-1.4429174479325222,3.6586079386443537,-2.7053125313213484,3.8432567005253113,1.972577405394743,0.0,0.18885741,6.75670395330698,0.094428705,-1.0660470221357576,-3.410246978293336,-1.7161446515663474,2.5,2.5,1.5108593,2.3054314922991734,2.1407548509307675,0.8026409355868045,11.48705790015007,0.0,2.73843249,0.0,1.7957518521158387,0.5080777619691188,11.52915452089495,2.5,0.8549486026735382,96.91254805368189,99,87.53101679200431,26.88932439562619,39.85521564966289,98.5302261607379,1,80.4553885285266,19.69935222213399,36.90316610452883,53.669558724553276,75.87710064401688,31.85798367522839,5.752091236501005,79.38610697058061,6.69893029479817,96.89273277769352,99,74.61632033969731,5.927693358646466,63.54380852223503,79.75495269126372,99,35.14827527205458,90.87699810606061,38.59850307933812,61.50392446386138,93.22759926872934,98.88017993376472,84.07462308539698,94.62577407238773
TKKuegler,5.934414611476251,0.6572045394550231,2.5313090545082924,0.14272121,-3.0131510199615197,1.9796030046035897,-2.4431393793029814,4.55787549625449,2.661430429321926,0.8087535,0.19029495000000002,7.208306927335614,0.14272121,1.4284309763622034,-3.2490003144438457,-2.0614949344704154,1.8078021999999998,0.9990485,0.57088486,2.702116524432312,2.025364594891735,2.281403958859182,8.666306334587771,0.14272121,4.043768,0.0,2.6060334705696326,0.5719933826470917,9.160811978062316,2.5,-1.3595389527730668,86.03501012541403,98.10640250731183,89.8261749717449,44.13131709149341,10.536841875119391,82.89463358313964,1.2778213322281173,91.74875297251404,33.12150257492288,74.71779106188725,53.85446434974039,82.10193511337242,35.20143096444649,39.50733997335201,81.76396134217569,4.394201548849413,87.8834505637996,73.91830109414391,42.349530839775184,7.816323380446284,58.96846133591337,92.9391128393976,97.3302489510885,57.74826728288195,99,38.59850307933812,85.51564183731041,93.88376998210695,81.40139335532015,84.07462308539698,71.96014330120771
theamericanceo,6.842046107648689,1.3123268739704097,1.4956231222612182,0.11312218,-1.8029180021925058,3.7183507152853843,-0.9109194161189595,3.2033669577938406,2.109936745381047,0.16968326,0.05656109,4.800044631332415,0.22624435,-0.795311098119591,-1.8879668808738579,-0.7514216445508672,0.8484162999999999,1.8099548,0.28280544,4.807505073913374,2.4438097524543108,0.16317337331566806,10.91961337369773,0.0,1.6402716000000002,0.0,1.4787213412372173,0.7069772582253498,11.892114434883332,2.5,1.125698063212599,95.21280380311515,98.83493789586048,78.11605552790618,40.32396214564072,31.39120386374432,98.69352918020277,11.254847817750605,64.93873787549398,22.065856365120332,45.04777976076695,36.93534286225894,40.610771015032,41.3181898715827,7.577900963258906,94.89179384113636,18.006774875012425,58.007130774954135,94.83354902456762,32.46590840869522,25.56133785117394,74.50215339056571,71.13565591991463,99,35.14827527205458,61.569915501165504,38.59850307933812,49.68671111588334,95.0971113423721,99,84.07462308539698,95.86972738968535
frydave,3.7276929097442317,-6.479440168344756,-4.827448548107713,0.6190476,0.8072171709414756,-0.5127669295059754,1.7710688906571224,1.2108358312887733,3.6742538796094557,0.19047619,0.0,2.4038165513982723,0.28571428,4.392694464194676,-5.386070883247848,3.155327156076832,1.0,1.6190477,0.23809525,7.960364502525209,2.2135429983866044,-4.11411969349429,5.366440805168138,0.38095238,0.6666667,0.52380953,-0.1082901746839896,-1.7477858238715662,11.6994962262166,2.2857143,-7.0961947663081695,36.57692083588001,46.96987092141856,1.2601154966800485,92.15813445667688,87.89960491946056,18.319663829880934,72.5952839570844,13.654559750956608,56.97519950717718,46.03784754423133,30.301344646823317,8.25536256753026,45.772220837195476,90.18116936850306,40.58446956083881,92.69595876354283,63.8841736478853,91.8761558964881,31.013436429492742,68.5598618254354,66.32779817329177,9.868214531964153,47.66879134436418,87.64635842341094,26.494782196969695,99,6.578959142977021,36.86181845805833,99,80.13032285407316,1.8854145023037006
munjalshah,5.759735503948301,-0.7150220183439833,0.3727750809697423,0.8756567999999999,-3.9261808274328414,1.7927890413344394,-1.4934907939168633,3.290298865854382,3.43916457677863,0.3502627,0.3502627,6.475195584828951,1.4886165,2.3341142394773593,-3.7259434471020096,-1.0709794332371692,1.3134850999999998,1.1383537000000001,2.5,1.8211095698174562,1.1294700608605104,0.6703143933422984,7.805078719688753,0.08756567,2.71453595,0.0,0.9627251681552391,0.08074252589272479,12.226469181415068,2.5,-1.3027725911978985,83.37103783002422,95.21575403684558,59.38671296202766,98.7528106001917,3.3812310256434244,79.13876582681618,5.412112510022077,67.28154803940986,51.33328282244423,53.93887706408953,72.92545291774566,71.46188896620158,98.5221142856937,58.32173096087841,74.2518367036645,13.37960511987279,74.9030788693332,79.12582415059325,94.07607331444157,4.135195911895514,24.299293197825723,78.11889659329344,92.17030648620167,48.907260432545,90.49345066127376,38.59850307933812,30.999904316638702,87.43670698466863,99,84.07462308539698,72.83983277238652
tedserbinski,5.655868241324096,1.8758332769418247,1.07273331129528,0.16666667000000002,-2.161852959737624,3.5447608880103956,-2.5163449266038405,5.121400211239566,1.3726848925961135,2.0,0.16666667000000002,7.158258371178214,0.25,0.3024396632077071,-3.0047500427316294,-3.8018844699211396,2.5,1.0,0.9166666,1.4633356071464645,2.301431409919158,2.4661602851929096,10.28782678739184,0.08333333500000001,2.8333334999999997,0.25,2.318315971164038,1.0561793274561355,8.830846052132387,2.5,-2.3393159958565923,81.64289500329934,99,71.67394233453628,47.23616685047936,23.798409720458405,98.21903260444564,1.0957252283395669,96.43288910535986,11.225074280689215,98.30828293648173,50.815243259895155,81.45775074873711,43.06932022455569,19.56074984238385,85.02480836135231,1,96.89273277769352,73.95700186906643,54.83143328025359,3.114899449565905,69.56374852426944,93.955074687878,99,48.22348373775879,92.26213054844216,99,78.42606631320714,97.33241132561747,75.74127831409645,84.07462308539698,55.01223624627444
robdeheus,0.7976917496803202,2.4175766784221304,0.20597904451121646,0.0,-0.12385741780821918,2.558672440042659,0.2271607556311087,0.19364680218648236,1.7804278834280511,0.12055455000000001,0.060277275000000005,2.846129935997718,0.12055455000000001,-0.30505165370997533,1.8821124128917417,0.13306750053751992,0.0,1.02471365,0.0,1.5849810624800835,2.430107907213754,2.671891406826282,1.9665533340002437,0.0,0.0,0.0,0.167637409188873,2.529772555368464,3.460055634599448,1.084991,-0.9393402316599259,1.336236256978694,99,56.268323001173854,26.88932439562619,71.88906324649716,91.61602509343237,32.86663337596919,3.2304483021328454,16.626856245136725,42.6350032187413,37.380329771227075,11.976722973451176,33.64354794422282,11.957517858630839,99,35.24554725731689,25.675613462631972,74.93115252783946,23.812132689852675,3.4533205243568874,74.0464884341122,94.94756959713243,1.7749756852937684,35.14827527205458,10.409641873278238,38.59850307933812,10.61428415221249,99,1,50.14822001882939,78.15160894166974
michaelmyang,3.5920861129673662,2.259499541611002,-0.5411020493988528,0.17006802000000001,-1.3864548310881157,3.591790719283729,-0.8533538848046787,3.3388674744821305,2.1391611993746587,0.11337869,0.22675736999999999,2.919013230034567,0.3968254,-0.2906308392894825,-0.7944354676582901,-1.9287071169263776,1.4172335,2.5,0.34013605,3.1470300378947433,4.743280504303044,-0.05805679421597465,10.268876269982774,0.17006802000000001,1.30385498,0.17006802000000001,1.3301696184245095,2.262186453976699,9.56711559781812,2.5,-0.2370828140699741,33.33768590259536,99,42.060291146123376,47.68287928480832,41.270747010191805,98.34758560923827,12.00408874644889,68.56929352216912,22.60095576992875,42.293822726803064,58.44662974412272,12.689713874361063,54.25791772422978,12.10965000011285,98.61388696150972,5.181240368395811,78.10524849100335,99,34.34053400804116,10.452145572215969,99,67.76954116987456,99,62.03366001095677,49.009658333333334,96.70564632616677,44.105075437067526,99,87.14542292108425,84.07462308539698,86.51378717613674
mariakeczczi,6.282842996908608,-0.24594799826676572,3.8751558936015176,0.28653296,-1.140929501413351,0.8842340720687436,-1.5800184774067527,6.905289550186229,1.6941307063437487,0.28653296,0.57306592,10.161174361095517,0.57306592,-0.3794105623929105,-4.436725533334801,-2.1335364722236916,1.7191976000000002,1.14613185,2.5,2.785645946470758,0.5377360096892354,0.02445956119393755,9.196836748058134,0.0,2.29226364,0.0,2.2079138049762577,0.21020540652148412,7.495422771208113,2.5,-3.19410506429021,90.41606938219964,96.4519661262349,97.20613585090119,62.72099049907732,47.389232684506,55.37960065631952,4.797607185853188,99,15.355498580689812,50.787606302666134,90.76649333402567,99,67.14175165290403,11.205688724491324,60.65764629939431,3.9853642196963572,85.9993567759702,79.38946089298557,94.07607331444157,8.268258060978514,9.585462339493892,69.04199915485347,98.75405554001225,35.14827527205458,81.89822993447993,38.59850307933812,75.25117682640307,89.46176224318343,46.319876314798655,84.07462308539698,39.30440109626632
_JeffMargolis,7.163574574336382,1.7942675232196827,2.832803523427019,0.20188426,-4.194085849015267,3.200003199314073,-0.9824482356267114,5.103577694965196,2.9733540830883545,0.06729475,0.40376850000000003,8.121513643382563,2.422611,-0.3795797902933451,-1.9050869100393784,-2.409409181527009,0.6729475,2.5,1.0094212,2.1487155423300472,1.8674762783095042,2.0314813287314895,10.539880501886945,0.06729475,2.0188425600000004,0.0,2.1268824648015254,1.159968225454421,9.940857246080855,2.5,-0.10834171232279544,96.95483723661113,99,92.16861925531052,51.861428984661195,2.304493242766257,96.81731884080111,10.36102551818537,96.33111013057619,40.195023156214006,40.06684403123989,78.31823754110773,91.25930327946809,99,11.203977692577192,94.78990709968828,2.7734125725978283,51.012201673011134,99,58.15340631832197,5.297932659554139,52.57634137358781,91.3557138434497,99,45.6464302631498,74.30042033235583,38.59850307933812,72.74586770108878,97.81897728391405,91.20537261680269,84.07462308539698,87.76501947530058
ramit,6.424614955297099,1.0208581534277767,1.572142981340668,0.3113879,-3.0649990395688786,1.961074144619813,-0.7377351762392361,4.3211948748132665,3.263926061554264,1.0231317,0.3113879,6.972866453301223,0.5782918,-0.3948259772368279,-5.284293652053164,-0.6917869256935874,2.0462634,2.0462634,0.8007118000000001,2.9160211226222215,1.684603797206714,1.853128975463052,9.030484753466805,0.13345195999999998,1.9128114500000002,0.08896797000000001,1.8821755330253254,-0.319910109069081,11.291111713826997,2.5,-2.4517626529724694,91.89176439736421,98.5108071703718,79.18412407239624,65.78052316625367,9.943197880884334,82.54140014526381,13.639713239994762,88.73482203776578,47.097910853275266,82.39135145351526,68.63412242120678,78.99681377212555,67.4989130998181,11.049826324144345,42.69713542801771,18.984184916434412,92.06575462189076,97.21597628900211,50.64570541823349,9.005431836345487,45.072315511765034,90.08062538759881,98.38404566316613,56.28065651584218,70.96223386886102,79.55467516013076,64.58760058254758,79.45714812406324,98.36264156656998,84.07462308539698,52.961178001441766
scotchisholm,4.012818332784965,5.875500609449327,2.0781707887442327,0.07451565,-5.11814384757556,2.410686689236498,-1.4066286806043466,5.343331148382894,7.509697320013254,0.0,0.37257825,7.524182705461376,0.22354694,-0.444866900086601,-5.119395436439462,-0.9713754025927521,2.5,1.0432191,0.8941878000000001,0.0926111838188417,2.2773512867038876,4.17516601060243,8.267083009987552,0.1490313,1.7883756,0.0,1.884515684330721,1.708121094170262,9.595789236168507,2.5,-2.1074702991505108,43.68282331271697,99,85.43662063915534,35.49409021330334,1,89.78907319008447,6.074179265477237,97.5262138873493,99,36.90316610452883,75.26633814808825,85.78847595691835,41.11965500547422,10.568751552560927,46.17792316144698,14.724193690490765,96.89273277769352,75.63894174317238,54.045005123950915,1,68.6771460494804,98.86530721483928,95.48682646850743,58.728516429766664,66.78813582251082,38.59850307933812,64.66959894637937,99,87.49147631721969,84.07462308539698,59.24363925336103
samstella1,4.202010280718538,-1.4770495820671408,0.18551375411438975,0.45569620000000005,-2.8418228958320984,0.24973239226600175,-0.3711826427174114,3.7880447578760466,4.41902567739357,0.8101265999999999,0.5063291,6.589218949714268,0.30379747,2.5574372379593315,-6.10111504743468,1.209006898056661,1.7215189999999998,1.0632911999999999,0.9113924000000001,4.385965356059855,1.8218295098221673,1.6013790715771037,6.364657084441413,0.20253164999999998,1.5189873000000003,0.0,1.7379362162505945,-1.1666387621033631,11.350639486105207,2.5,-2.4642002613118184,48.52834811410039,92.45593763764073,55.87589173757219,81.05103479503457,12.63608380893587,36.8362136764656,19.817571742643747,79.31681015169609,73.41310528486547,74.77254609617421,86.70913367686748,73.28743115136515,47.147307643435944,62.84369743270887,26.720691886543822,60.811911602758336,86.05025592693896,76.39206589040525,54.646913671467914,20.91516331183298,50.694000405037826,88.05878065279248,70.74617279470036,66.89391239031363,57.11404793123544,38.59850307933812,59.37616712395816,55.389399445146374,98.4920632720484,84.07462308539698,52.729888213634254
farhad667,4.360953576897593,0.9474838933216985,1.2353044863921512,0.20768433000000003,-4.116910318702354,0.9418031494722652,-2.356970283758975,6.526936667550371,3.920884927793741,0.67497403,0.5711319,8.338165128275472,0.62305294,1.3204699219859317,-5.096068102616965,-0.4966978433797289,1.7653167,0.67497403,1.2461059,0.8782748057326968,1.2146898136299187,3.2229344782056915,7.090987170127751,0.15576323,1.92107994,0.15576323,3.1798960609089457,-0.5298948934930735,8.033640575224885,2.5,-3.105003256437108,52.632758602907494,98.42921058561272,74.26298961420454,52.6231745824322,2.5873729709136977,57.08816555539792,1.4921637851255292,99,62.71858403924675,69.13840378524183,90.6610839820488,92.79795381117474,70.53885699965934,37.3492215209318,46.67770535368044,22.355222754291326,87.00942455362242,59.68449442287871,66.33147654210872,1.9130209628399863,27.147759918553906,96.97853885414405,83.77668832552408,59.805268735121324,71.22449305555556,95.17351256638314,94.51782887531742,74.29527003393052,58.933871064570006,84.07462308539698,40.933514524646995
ohadgliksman,2.886974144376552,0.681351174595651,-0.05844037843663702,0.1010101,-0.812378842808384,0.9524133501841617,0.47792422818668834,1.1793464301153487,1.0080818575815247,0.0,0.3030303,2.8097000724778076,0.15151515,0.8499864246683702,-1.4096604021915593,-0.050262627110852276,2.2727273,0.8080808,0.4040404,2.2999311628832197,1.836604192169837,0.593981572660427,3.1418210190525246,0.05050505,0.80808085,0.0,0.19980931357452242,1.4241989668001436,5.646217044597622,1.6666668,-1.633864236425683,18.79055614566593,98.13325501605331,51.23796014503093,38.78195758881029,55.68279409490466,57.39157421172896,39.18960727039368,13.146354703130124,7.56901287248649,36.90316610452883,67.67429369279886,11.640231955939255,35.824710555034756,28.435548977714163,97.06041220284293,31.230472426777002,94.92171407147123,65.83443161780505,36.51242293957068,5.905590367222101,51.30326565648813,77.12374486654664,8.012944167616432,42.96128937927781,31.062799310064932,38.59850307933812,11.17735815396482,98.67272842063876,11.796911756785038,66.00285269176337,67.50965935402665
bornryan,5.509785563561807,2.1375742865241,-0.49723144136390984,0.46554934000000003,-1.111403387511778,1.0603848503178028,-1.9680492882616885,4.420035087379833,1.4134055408179353,0.0,0.9310987,7.958236460191749,0.27932959999999996,2.5441188557591863,-4.8559886750436165,-1.112030694916864,2.5,1.2104283,2.0484172,1.1347187903925446,0.9017049968490289,0.33914764385561014,7.886113127031926,0.46554934000000003,1.76908756,0.0,2.0706913695370104,1.0111807208026387,11.23496969246767,2.5,-1.25256996777683,79.04109395957619,99,42.86917469275186,81.92539353637378,48.13815123622631,60.51758222241358,2.722593067253481,90.07777594126097,11.698240074575127,36.90316610452883,99,89.94858492875512,45.30229539429081,62.58435284026923,51.82134600870666,12.848310108577069,96.89273277769352,81.5533870168392,87.51180682940819,2.3993535845311316,17.58379584586384,73.66838865652865,92.86080908914049,93.2956836720079,66.13580762987013,38.59850307933812,70.97293477105048,97.12145629487101,98.24058095729048,84.07462308539698,73.61780617113234
NickHanauer,5.043385219310545,-5.856566420822602,-6.852768021097631,0.20491801999999998,1.1683071030197607,1.9908355200418932,0.03640535477633877,2.1193542197628585,2.627471230020927,0.20491801999999998,0.6147541000000001,4.803913602830378,0.0,5.142534844065443,-4.646035095979035,0.24814700140828228,1.0245901499999999,1.6393442,0.6147541000000001,4.191622787427404,2.077308229745165,-2.9400395436372984,8.141467498583475,0.6147541000000001,0.20491806000000012,2.4590164000000003,2.4539688968143927,-0.0715220315028865,15.881577269006128,2.5,-4.379752715257948,69.37077421632722,54.48668596930288,1,52.25986440435332,91.90708329719959,83.1060505583995,28.340084681469076,33.663755959350375,32.388675658630284,46.75195867383028,92.79264987959323,40.685102840160965,25.687734709530453,95.39553619856677,56.27954802401639,37.867304570857364,64.80653630538154,92.2371806979193,43.91968294337989,18.963763134034544,61.06654360607316,21.681403743303637,94.72896028127501,98.17646180340192,14.33139764118458,99,81.99524142305845,84.7120837387926,99,84.07462308539698,20.54741056797939
RovertMoslof,7.418285198178392,2.465243081067186,3.1700646219052424,0.4230566,-2.8917191137566136,2.9773443657112626,-3.4934324012897555,5.9181871229520695,1.5507643793545953,0.47593866,0.7932311,9.944306306176188,0.31729242999999996,-1.0983710567749854,-5.2920117031351435,-3.7591611390370043,2.3268113,2.5,0.31729242999999996,0.40042765512276435,1.830741585122986,1.3727847256605086,10.671916629902851,0.3701745,3.913273527,0.10576415,2.6629654577626676,0.3979735807226409,9.049663436235722,2.5,-1.3152142642905522,97.9165570111554,99,94.26278162301716,78.02121084375035,11.990925884632292,95.44062120860814,1,99,13.397929585637666,60.0319501319799,97.8913270797336,98.65844194315454,48.18029442698342,5.563260563296033,42.53813804261993,1,95.44786174561685,99,33.586265683447046,1.2776535144170367,51.06150866486541,85.98532663742844,99,86.74216660666113,99,85.01238624121368,86.70761091198773,91.99503980031733,79.58672442729026,84.07462308539698,72.64702829241358
jayweintraub,4.615402708722502,-2.4796843737802976,0.36357291189159413,0.19782392999999998,-0.9108615953402255,0.6246233062905346,0.43625041520078534,3.7526048085636026,2.5385317731720405,0.34619188,0.19782392999999998,6.463742955931173,0.49455984999999997,2.238477253197681,-3.7337993520205046,0.22593984982595416,0.9396636999999999,2.5,0.49455984999999997,6.672804963573531,2.0367235114173465,-1.7634191968868174,7.981653794111581,0.19782392999999998,1.2858555000000003,0.0,1.2039038886606779,0.0171280674104608,9.596596891474674,2.5,-3.6965499922945346,59.08342695216272,87.16518899601036,59.21025717912932,51.328170161406035,53.22481685884019,47.69883438782259,38.10514247946251,78.5616142312678,30.46939519145534,53.73758554711461,54.79124048136657,71.27852955381321,61.56675678107327,56.363307112464376,74.11610221641577,37.36852525269982,61.58333998578083,99,39.64081390982994,50.720505802148736,59.4356087182411,39.161830794360014,93.60657460397385,66.2148231325983,48.327859848484856,38.59850307933812,39.42962261337158,86.34359581456435,87.50122366278465,84.07462308539698,30.69027707553738
seregine,4.386901811626626,-0.06757089722295428,0.7861229166747814,0.49720323,-1.588056884668604,1.0429802835818804,0.03078210525485603,3.056313245977821,1.8341606332811335,0.74580484,0.4350528,6.211975281708776,0.31075203,0.8543280305383023,-3.6691645371791024,-0.7713792729029041,1.9266625999999998,1.7402112,2.4238657,2.923255660150286,0.6231808846350781,0.4526911157504663,6.178518659380728,0.06215040300000001,1.30515858,0.0,1.5125367280627886,-0.020229182524391764,8.903933416226913,2.5,-3.640591764240974,53.30282276634283,96.86700894126541,66.85075531904502,84.5278631434857,36.353863600102336,60.019882287157,28.213263537547498,60.814409399172554,17.449773542197438,72.14784378375559,81.14648013321039,67.01535751524592,47.67965220506399,28.51163740866285,75.22558688438835,17.696097512044535,90.12043474266503,93.8723804484893,93.2100434362402,9.049778773103785,11.165957268736681,75.25241682521678,66.75091308041767,44.841165979632116,49.05903712121212,38.59850307933812,50.966385167939016,85.6706262898254,77.05885734148546,84.07462308539698,31.619383604951615
eisenberg,5.160638400254615,-2.5561596420324446,0.048099424558120885,0.47778309999999996,-1.144367007872265,0.9487549001674997,1.6806204393156805,2.789526211705497,2.7636324489872957,0.23889154999999998,0.38222647,6.205971013881949,0.19111324,1.510594826566999,-4.0537072488088,-0.2728396794739818,1.5289059,1.7677973999999999,1.1944577,6.7320603772481515,1.5859744079596478,-1.8610513104443231,8.771345959104409,0.19111324,1.33779258,0.0,1.0353526466550391,0.16127843280729226,10.327641477221981,2.5,-3.1617952468050365,71.96925759101818,86.67308686424917,53.28090938749992,82.95915986637183,47.302041651940016,57.286957396840144,70.54006904287435,53.04457941218997,35.3761317889067,48.43186183601705,76.22873396726476,66.91236129206033,38.694007133862556,41.20728841233922,68.25894772345244,26.615874682151166,81.27430262262475,94.26198691256253,64.60374761469397,51.577726976465115,41.08463156065218,37.5574856002635,97.69758306787482,65.21890907223991,50.295173484848476,38.59850307933812,33.45386696361126,88.72530152859336,94.30972125121218,84.07462308539698,39.88212554437943
waseem,4.7580079547735386,-3.293922919916411,1.4857359066449751,0.07507507699999999,-1.4675904715947803,-0.0659130969285906,0.4182699307688702,4.053305035652058,2.7652490443451048,0.75075077,0.52552554,7.008653918373344,0.22522522999999997,0.780996802444512,-4.051694877251871,0.48695318374621044,1.3513514,1.2012012,1.3513514,6.382356099621622,1.0301273084800509,-0.5582177666143247,7.087085404866036,0.07507507699999999,1.0510510600000003,0.0,1.715545444758456,-0.581477287206837,7.033770493653621,2.5,-4.064620944356268,62.63512791462923,81.26494890603153,77.97594216341228,35.56211957337751,39.253463938471775,28.402029815896146,37.65067736102015,84.48409226238304,35.41230937328197,72.35164665241427,87.98672211112917,79.47446256768791,41.243180565341355,27.226477435059795,68.29744285615061,43.4894404789863,76.09595031227707,81.24909144914021,69.75052127636627,46.5187139185768,21.210652167375713,59.70352734690285,83.71767428439334,46.88927830271364,39.57091564685315,38.59850307933812,58.54695599877942,72.9106167286608,35.74042301626522,84.07462308539698,24.944111105935203
robsolomon1,5.024976331785086,0.22310677096956844,0.7783055126426026,0.3698225,-1.639379123768672,1.2378973912677955,-3.1312081145536292,4.359793742817433,2.679054071484046,0.591716,0.443787,8.042835301822263,0.0739645,2.357782943075276,-4.433218490918617,-1.4401798765720382,2.1449704,1.627219,1.1094674500000001,2.306715840399181,1.6960722518118079,0.12399163068348523,9.613164179160758,0.295858,3.0325444999999998,0.0,2.29392746782323,0.4654384982602592,10.404776902931426,2.5,-3.4329606815632507,68.9463324676078,97.40829735210734,66.71691399538767,72.4978389669541,35.13541596165547,65.4976563752663,1,89.2702941596468,33.50181423142094,65.44270190846045,81.90556721831207,90.6407732283354,30.459362760139243,58.80035070523489,60.72989388738377,9.145225390097355,93.41986868821918,92.02879750632833,61.692018573569875,5.932854492261125,45.52705201474258,70.55695954206844,99,79.22152872526077,94.63620054713805,38.59850307933812,77.73978578089017,92.76617774419724,94.8165576117447,84.07462308539698,35.10631262697366
2pasc,5.717543153648743,-1.4041716926970607,0.3995999527688585,0.20798667999999998,-1.3853616237406685,1.7346261429390133,-0.7705619177035506,3.2104600107991343,2.754228986313578,0.20798667999999998,0.37437603,6.799365398017471,0.16638935,0.3147549426658198,-4.327032407835947,-1.2258492825602667,1.2895174,2.2462562,0.74875206,2.9325613156100507,1.3764689601796054,-0.29145070899785797,8.110899277712587,0.083194673,1.58069877,0.041597337000000005,1.4868395660297011,-0.7185203169830565,10.701952686431722,2.5,-3.108344760493932,82.68212997051435,92.76641832307857,59.90109209528013,52.662883375858144,41.29740930343231,77.87126603444888,13.15688183644833,65.13376806618643,35.16569287934605,46.90369597159345,75.44699596611466,76.50175236540436,36.91274004715005,19.740608462814286,62.88342542331831,11.47200771376281,74.1237076402102,98.39851372102952,48.75516381319347,9.106821439973338,32.93626510234188,64.10268807973745,94.52347445937235,48.201081483671516,59.37616553030303,59.16297099009977,49.99392870500288,69.11330329674846,96.40946043047684,84.07462308539698,40.871375908992434
jkhoey,5.181074445704798,-0.17786912500166135,1.1070394339249847,0.60790274,-1.6124140645529002,1.4761366704888774,-1.001716212946397,5.9558989664970055,2.4963135151806837,0.75987843,0.45592706,8.597166385709828,0.60790274,3.0309978124113788,-6.388954624734526,-1.4417033701435413,2.5,1.3677811,1.5197569,2.5544410863767255,0.9395597780534874,1.0440304159730804,7.894807949904574,0.45592706,1.6717324999999996,0.0,3.1506168116071875,-0.321297143473365,10.58001409231338,2.5,-3.4497629732333355,72.4090261610673,96.61037013122606,72.22213860538487,91.60367357128457,35.76871075993095,71.75220992537491,10.123997872476357,99,29.5735704798559,72.72776262901345,82.91139227637424,94.34505489225012,69.5226653051664,71.79200512462984,21.895544523543172,9.129566248229112,96.89273277769352,86.22777594891733,74.87739845121901,7.064086220496274,18.616042854652758,82.57449200625615,92.93489857806868,92.78161386055964,62.68927118406283,38.59850307933812,94.21004742570364,79.4259001650589,95.82188217485121,84.07462308539698,34.8170020277677
